,client_id,read_id,sensor_id,geo,horario,umidade
59,92a71676-6b94-456d-88f5-c307ac8ef8f0,32ccceb5-aaff-40fc-afcf-15b2bebe38db,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 08:01:15,21
60,92a71676-6b94-456d-88f5-c307ac8ef8f0,32ccceb5-aaff-40fc-afcf-15b2bebe38db,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 08:01:15,19
61,92a71676-6b94-456d-88f5-c307ac8ef8f0,32ccceb5-aaff-40fc-afcf-15b2bebe38db,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 08:01:15,19
62,92a71676-6b94-456d-88f5-c307ac8ef8f0,32ccceb5-aaff-40fc-afcf-15b2bebe38db,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 08:01:15,22
63,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,63
64,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,62
65,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,58
66,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,57
67,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,54
68,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,54
69,92a71676-6b94-456d-88f5-c307ac8ef8f0,00d49a83-a5b0-41b0-96a7-687cd80e9742,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 09:01:15,58
70,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,58
71,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,57
72,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,52
73,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,51
74,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,48
75,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,48
76,92a71676-6b94-456d-88f5-c307ac8ef8f0,8685b37c-8869-4605-ba26-2451ae3b3f6d,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 10:01:15,52
77,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,53
78,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,52
79,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,46
80,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,45
81,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,42
82,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,42
83,92a71676-6b94-456d-88f5-c307ac8ef8f0,ffa8b23e-c134-4655-887c-e7175a724b63,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 11:01:15,46
84,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,48
85,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,47
86,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,41
87,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,40
88,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,37
89,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,37
90,92a71676-6b94-456d-88f5-c307ac8ef8f0,d2c79006-5732-4d1f-88ec-3f1d79d2af11,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 12:01:15,41
91,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,44
92,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,43
93,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,37
94,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,36
95,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,33
96,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,32
97,92a71676-6b94-456d-88f5-c307ac8ef8f0,b2469a03-5f87-438c-b624-b33d9e129dad,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 13:01:15,37
98,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,40
99,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,39
100,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,33
101,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,32
102,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,29
103,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,28
104,92a71676-6b94-456d-88f5-c307ac8ef8f0,0d3e5531-6f99-498c-830a-c5873e91a879,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 14:01:15,33
105,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-01-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,36
106,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-02-baixo,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,36
107,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-03-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,30
108,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-04-meio,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,29
109,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-05-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,26
110,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-06-alto,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,25
111,92a71676-6b94-456d-88f5-c307ac8ef8f0,62bf6370-0b0a-42a3-9898-485a03e7db25,92a71676-6b94-456d-88f5-c307ac8ef8f0sens-00-piloto,"-23.63999471182137,-46.97577444283879",2023-05-25 15:01:15,30
